State,County,"Total law
enforcement
employees","Total
officers","Total
civilians"
MISSOURI-Nonmetropolitan Counties,Phelps,60,25,35
MISSOURI-Nonmetropolitan Counties,Pike,25,9,16
MISSOURI-Nonmetropolitan Counties,Pulaski,29,12,17
MISSOURI-Nonmetropolitan Counties,Putnam,4,3,1
MISSOURI-Nonmetropolitan Counties,Ralls,6,6,0
MISSOURI-Nonmetropolitan Counties,Randolph,36,18,18
MISSOURI-Nonmetropolitan Counties,Ripley,11,9,2
MISSOURI-Nonmetropolitan Counties,Saline,34,21,13
MISSOURI-Nonmetropolitan Counties,Schuyler,8,3,5
MISSOURI-Nonmetropolitan Counties,Scotland,5,2,3
MISSOURI-Nonmetropolitan Counties,Scott,37,17,20
MISSOURI-Nonmetropolitan Counties,Shannon,8,4,4
MISSOURI-Nonmetropolitan Counties,Shelby,9,5,4
MISSOURI-Nonmetropolitan Counties,St. Clair,66,20,46
MISSOURI-Nonmetropolitan Counties,Ste. Genevieve,48,43,5
MISSOURI-Nonmetropolitan Counties,St. Francois,67,55,12
MISSOURI-Nonmetropolitan Counties,Stoddard,24,12,12
MISSOURI-Nonmetropolitan Counties,Stone,58,49,9
MISSOURI-Nonmetropolitan Counties,Sullivan,4,3,1
MISSOURI-Nonmetropolitan Counties,Taney,51,37,14
MISSOURI-Nonmetropolitan Counties,Texas,13,8,5
MISSOURI-Nonmetropolitan Counties,Vernon,21,9,12
MISSOURI-Nonmetropolitan Counties,Worth,4,3,1
MISSOURI-Nonmetropolitan Counties,Wright,11,4,7
MONTANA-Metropolitan Counties,Carbon,14,9,5
MONTANA-Metropolitan Counties,Cascade,45,34,11
MONTANA-Metropolitan Counties,Missoula,173,48,125
MONTANA-Metropolitan Counties,Yellowstone,150,52,98
MONTANA-Nonmetropolitan Counties,Beaverhead,18,7,11
MONTANA-Nonmetropolitan Counties,Big Horn,28,14,14
MONTANA-Nonmetropolitan Counties,Blaine,13,8,5
MONTANA-Nonmetropolitan Counties,Broadwater,22,9,13
MONTANA-Nonmetropolitan Counties,Carter,5,4,1
MONTANA-Nonmetropolitan Counties,Chouteau,19,9,10
MONTANA-Nonmetropolitan Counties,Custer,15,6,9
MONTANA-Nonmetropolitan Counties,Daniels,3,3,0
MONTANA-Nonmetropolitan Counties,Dawson,7,6,1
MONTANA-Nonmetropolitan Counties,Deer Lodge,37,28,9
MONTANA-Nonmetropolitan Counties,Fallon,10,4,6
MONTANA-Nonmetropolitan Counties,Fergus,21,9,12
MONTANA-Nonmetropolitan Counties,Flathead,107,53,54
MONTANA-Nonmetropolitan Counties,Gallatin,102,48,54
MONTANA-Nonmetropolitan Counties,Garfield,3,2,1
MONTANA-Nonmetropolitan Counties,Glacier,28,12,16
MONTANA-Nonmetropolitan Counties,Golden Valley,2,2,0
MONTANA-Nonmetropolitan Counties,Granite,9,5,4
MONTANA-Nonmetropolitan Counties,Hill,28,12,16
MONTANA-Nonmetropolitan Counties,Jefferson,24,13,11
MONTANA-Nonmetropolitan Counties,Judith Basin,6,4,2
MONTANA-Nonmetropolitan Counties,Lake,58,23,35
MONTANA-Nonmetropolitan Counties,Lewis and Clark,73,44,29
MONTANA-Nonmetropolitan Counties,Liberty,9,5,4
MONTANA-Nonmetropolitan Counties,Lincoln,38,20,18
MONTANA-Nonmetropolitan Counties,Madison,16,10,6
MONTANA-Nonmetropolitan Counties,McCone,6,4,2
MONTANA-Nonmetropolitan Counties,Meagher,9,4,5
MONTANA-Nonmetropolitan Counties,Mineral,18,7,11
MONTANA-Nonmetropolitan Counties,Musselshell,9,8,1
MONTANA-Nonmetropolitan Counties,Park,16,15,1
MONTANA-Nonmetropolitan Counties,Petroleum,1,1,0
MONTANA-Nonmetropolitan Counties,Phillips,11,7,4
MONTANA-Nonmetropolitan Counties,Pondera,9,8,1
MONTANA-Nonmetropolitan Counties,Powder River,6,3,3
MONTANA-Nonmetropolitan Counties,Powell,17,10,7
MONTANA-Nonmetropolitan Counties,Prairie,3,3,0
MONTANA-Nonmetropolitan Counties,Ravalli,61,30,31
MONTANA-Nonmetropolitan Counties,Richland,41,8,33
MONTANA-Nonmetropolitan Counties,Roosevelt,24,11,13
MONTANA-Nonmetropolitan Counties,Rosebud,25,14,11
MONTANA-Nonmetropolitan Counties,Sanders,20,11,9
MONTANA-Nonmetropolitan Counties,Sheridan,8,7,1
MONTANA-Nonmetropolitan Counties,Silver Bow,99,50,49
MONTANA-Nonmetropolitan Counties,Stillwater,14,8,6
MONTANA-Nonmetropolitan Counties,Sweet Grass,13,7,6
MONTANA-Nonmetropolitan Counties,Teton,12,9,3
MONTANA-Nonmetropolitan Counties,Toole,20,12,8
MONTANA-Nonmetropolitan Counties,Treasure,2,2,0
MONTANA-Nonmetropolitan Counties,Valley,17,8,9
MONTANA-Nonmetropolitan Counties,Wheatland,15,10,5
MONTANA-Nonmetropolitan Counties,Wibaux,2,2,0
NEBRASKA-Metropolitan Counties,Cass,70,51,19
NEBRASKA-Metropolitan Counties,Dakota,16,15,1
NEBRASKA-Metropolitan Counties,Dixon,12,7,5
NEBRASKA-Metropolitan Counties,Douglas,201,130,71
NEBRASKA-Metropolitan Counties,Lancaster,96,79,17
NEBRASKA-Metropolitan Counties,Sarpy,196,130,66
NEBRASKA-Metropolitan Counties,Saunders,19,11,8
NEBRASKA-Metropolitan Counties,Seward,22,12,10
NEBRASKA-Nonmetropolitan Counties,Adams,20,18,2
NEBRASKA-Nonmetropolitan Counties,Antelope,11,5,6
NEBRASKA-Nonmetropolitan Counties,Arthur,1,1,0
NEBRASKA-Nonmetropolitan Counties,Banner,1,1,0
NEBRASKA-Nonmetropolitan Counties,Blaine,1,1,0
NEBRASKA-Nonmetropolitan Counties,Boone,12,5,7
NEBRASKA-Nonmetropolitan Counties,Box Butte,18,5,13
NEBRASKA-Nonmetropolitan Counties,Brown,9,5,4
NEBRASKA-Nonmetropolitan Counties,Buffalo,43,24,19
NEBRASKA-Nonmetropolitan Counties,Burt,5,5,0
NEBRASKA-Nonmetropolitan Counties,Butler,12,7,5
NEBRASKA-Nonmetropolitan Counties,Cedar,9,4,5
NEBRASKA-Nonmetropolitan Counties,Chase,8,4,4
NEBRASKA-Nonmetropolitan Counties,Cherry,6,5,1
NEBRASKA-Nonmetropolitan Counties,Cheyenne,8,7,1
NEBRASKA-Nonmetropolitan Counties,Colfax,14,7,7
NEBRASKA-Nonmetropolitan Counties,Cuming,6,5,1
NEBRASKA-Nonmetropolitan Counties,Custer,7,6,1
NEBRASKA-Nonmetropolitan Counties,Dawes,13,6,7
NEBRASKA-Nonmetropolitan Counties,Dawson,65,33,32
NEBRASKA-Nonmetropolitan Counties,Deuel,5,4,1
NEBRASKA-Nonmetropolitan Counties,Dodge,24,17,7
NEBRASKA-Nonmetropolitan Counties,Dundy,8,4,4
NEBRASKA-Nonmetropolitan Counties,Fillmore,12,7,5
NEBRASKA-Nonmetropolitan Counties,Franklin,7,3,4
NEBRASKA-Nonmetropolitan Counties,Frontier,8,5,3
NEBRASKA-Nonmetropolitan Counties,Furnas,15,8,7
NEBRASKA-Nonmetropolitan Counties,Gage,14,11,3
NEBRASKA-Nonmetropolitan Counties,Garden,9,4,5
NEBRASKA-Nonmetropolitan Counties,Garfield,2,2,0
NEBRASKA-Nonmetropolitan Counties,Gosper,5,4,1
NEBRASKA-Nonmetropolitan Counties,Grant,1,1,0
NEBRASKA-Nonmetropolitan Counties,Greeley,3,2,1
NEBRASKA-Nonmetropolitan Counties,Hall,35,29,6
NEBRASKA-Nonmetropolitan Counties,Hamilton,18,9,9
NEBRASKA-Nonmetropolitan Counties,Harlan,8,4,4
NEBRASKA-Nonmetropolitan Counties,Hayes,2,2,0
NEBRASKA-Nonmetropolitan Counties,Hitchcock,7,4,3
NEBRASKA-Nonmetropolitan Counties,Holt,6,5,1
NEBRASKA-Nonmetropolitan Counties,Hooker,2,2,0
NEBRASKA-Nonmetropolitan Counties,Howard,12,5,7
NEBRASKA-Nonmetropolitan Counties,Jefferson,13,7,6
NEBRASKA-Nonmetropolitan Counties,Johnson,13,6,7
NEBRASKA-Nonmetropolitan Counties,Kearney,11,6,5
NEBRASKA-Nonmetropolitan Counties,Keith,14,7,7
NEBRASKA-Nonmetropolitan Counties,Keya Paha,1,1,0
NEBRASKA-Nonmetropolitan Counties,Kimball,9,4,5
NEBRASKA-Nonmetropolitan Counties,Knox,13,4,9
NEBRASKA-Nonmetropolitan Counties,Lincoln,53,22,31
NEBRASKA-Nonmetropolitan Counties,Logan,2,2,0
NEBRASKA-Nonmetropolitan Counties,Loup,1,1,0
NEBRASKA-Nonmetropolitan Counties,Madison,54,27,27
NEBRASKA-Nonmetropolitan Counties,McPherson,1,1,0
NEBRASKA-Nonmetropolitan Counties,Morrill,9,4,5
NEBRASKA-Nonmetropolitan Counties,Nance,11,7,4
NEBRASKA-Nonmetropolitan Counties,Nemaha,5,5,0
NEBRASKA-Nonmetropolitan Counties,Nuckolls,7,4,3
NEBRASKA-Nonmetropolitan Counties,Otoe,25,15,10
NEBRASKA-Nonmetropolitan Counties,Pawnee,5,4,1
NEBRASKA-Nonmetropolitan Counties,Perkins,8,4,4
NEBRASKA-Nonmetropolitan Counties,Phelps,26,6,20
NEBRASKA-Nonmetropolitan Counties,Pierce,8,4,4
NEBRASKA-Nonmetropolitan Counties,Platte,67,21,46
NEBRASKA-Nonmetropolitan Counties,Polk,11,5,6
NEBRASKA-Nonmetropolitan Counties,Red Willow,8,6,2
NEBRASKA-Nonmetropolitan Counties,Rock,9,3,6
NEBRASKA-Nonmetropolitan Counties,Scotts Bluff,23,17,6
NEBRASKA-Nonmetropolitan Counties,Sheridan,5,4,1
NEBRASKA-Nonmetropolitan Counties,Sherman,6,5,1
NEBRASKA-Nonmetropolitan Counties,Stanton,8,7,1
NEBRASKA-Nonmetropolitan Counties,Thayer,11,7,4
NEBRASKA-Nonmetropolitan Counties,Thomas,1,1,0
NEBRASKA-Nonmetropolitan Counties,Thurston,16,8,8
NEBRASKA-Nonmetropolitan Counties,Valley,9,4,5
NEBRASKA-Nonmetropolitan Counties,Wayne,6,5,1
NEBRASKA-Nonmetropolitan Counties,Webster,5,5,0
NEBRASKA-Nonmetropolitan Counties,Wheeler,1,1,0
NEBRASKA-Nonmetropolitan Counties,York,23,9,14
NEVADA-Metropolitan Counties,Carson City,134,91,43
NEVADA-Metropolitan Counties,Washoe,674,402,272
NEVADA-Nonmetropolitan Counties,Douglas,118,105,13
NEVADA-Nonmetropolitan Counties,Elko,69,53,16
NEVADA-Nonmetropolitan Counties,Humboldt,48,34,14
NEVADA-Nonmetropolitan Counties,Nye,135,98,37
NEW HAMPSHIRE-Metropolitan Counties,Rockingham,49,25,24
NEW HAMPSHIRE-Nonmetropolitan Counties,Carroll,26,13,13
NEW HAMPSHIRE-Nonmetropolitan Counties,Cheshire,23,10,13
NEW HAMPSHIRE-Nonmetropolitan Counties,Merrimack,35,21,14
NEW JERSEY-Metropolitan Counties,Atlantic,129,105,24
NEW JERSEY-Metropolitan Counties,Bergen,516,438,78
NEW JERSEY-Metropolitan Counties,Bergen County Police Department,168,91,77
NEW JERSEY-Metropolitan Counties,Burlington,86,72,14
NEW JERSEY-Metropolitan Counties,Camden,176,148,28
NEW JERSEY-Metropolitan Counties,Cape May,169,135,34
NEW JERSEY-Metropolitan Counties,Cumberland,65,59,6
NEW JERSEY-Metropolitan Counties,Essex,459,372,87
NEW JERSEY-Metropolitan Counties,Gloucester,100,87,13
NEW JERSEY-Metropolitan Counties,Hudson,330,231,99
NEW JERSEY-Metropolitan Counties,Hunterdon,25,21,4
NEW JERSEY-Metropolitan Counties,Mercer,170,131,39
NEW JERSEY-Metropolitan Counties,Middlesex,219,180,39
NEW JERSEY-Metropolitan Counties,Monmouth,604,445,159
NEW JERSEY-Metropolitan Counties,Morris,115,85,30
NEW JERSEY-Metropolitan Counties,Ocean,238,126,112
NEW JERSEY-Metropolitan Counties,Salem,213,187,26
NEW JERSEY-Metropolitan Counties,Somerset,208,168,40
NEW JERSEY-Metropolitan Counties,Sussex,147,122,25
NEW JERSEY-Metropolitan Counties,Union,207,164,43
NEW JERSEY-Metropolitan Counties,Warren,22,18,4
NEW MEXICO-Metropolitan Counties,Bernalillo,337,274,63
NEW MEXICO-Metropolitan Counties,Dona Ana,195,126,69
NEW MEXICO-Metropolitan Counties,Sandoval,60,51,9
NEW MEXICO-Metropolitan Counties,San Juan,123,96,27
NEW MEXICO-Metropolitan Counties,Torrance,19,16,3
NEW MEXICO-Metropolitan Counties,Valencia,47,37,10
NEW MEXICO-Nonmetropolitan Counties,Catron,10,6,4
NEW MEXICO-Nonmetropolitan Counties,Chaves,45,35,10
NEW MEXICO-Nonmetropolitan Counties,Cibola,22,16,6
NEW MEXICO-Nonmetropolitan Counties,Colfax,12,10,2
NEW MEXICO-Nonmetropolitan Counties,Curry,28,18,10
NEW MEXICO-Nonmetropolitan Counties,De Baca,6,6,0
NEW MEXICO-Nonmetropolitan Counties,Eddy,60,51,9
NEW MEXICO-Nonmetropolitan Counties,Grant,41,38,3
NEW MEXICO-Nonmetropolitan Counties,Guadalupe,7,5,2
NEW MEXICO-Nonmetropolitan Counties,Harding,2,2,0
NEW MEXICO-Nonmetropolitan Counties,Hidalgo,11,8,3
NEW MEXICO-Nonmetropolitan Counties,Lea,50,38,12
NEW MEXICO-Nonmetropolitan Counties,Lincoln,26,18,8
NEW MEXICO-Nonmetropolitan Counties,Luna,36,32,4
NEW MEXICO-Nonmetropolitan Counties,McKinley,43,31,12
NEW MEXICO-Nonmetropolitan Counties,Mora,7,5,2
NEW MEXICO-Nonmetropolitan Counties,Otero,61,42,19
NEW MEXICO-Nonmetropolitan Counties,Quay,8,7,1
NEW MEXICO-Nonmetropolitan Counties,Rio Arriba,24,21,3
NEW MEXICO-Nonmetropolitan Counties,Roosevelt,17,14,3
NEW MEXICO-Nonmetropolitan Counties,San Miguel,9,8,1
NEW MEXICO-Nonmetropolitan Counties,Sierra,17,15,2
NEW MEXICO-Nonmetropolitan Counties,Socorro,15,11,4
NEW MEXICO-Nonmetropolitan Counties,Taos,26,20,6
NEW MEXICO-Nonmetropolitan Counties,Union,6,5,1
NEW YORK-Metropolitan Counties,Albany,157,121,36
NEW YORK-Metropolitan Counties,Broome,66,51,15
NEW YORK-Metropolitan Counties,Chemung,49,44,5
NEW YORK-Metropolitan Counties,Dutchess,138,105,33
NEW YORK-Metropolitan Counties,Erie,157,133,24
NEW YORK-Metropolitan Counties,Herkimer,15,6,9
NEW YORK-Metropolitan Counties,Livingston,73,49,24
NEW YORK-Metropolitan Counties,Madison,39,30,9
NEW YORK-Metropolitan Counties,Monroe,314,258,56
NEW YORK-Metropolitan Counties,Nassau,"3,200","2,388",812
NEW YORK-Metropolitan Counties,Niagara,140,107,33
NEW YORK-Metropolitan Counties,Oneida,118,83,35
NEW YORK-Metropolitan Counties,Onondaga,267,227,40
NEW YORK-Metropolitan Counties,Ontario,98,64,34
NEW YORK-Metropolitan Counties,Orange,94,83,11
NEW YORK-Metropolitan Counties,Orleans,40,26,14
NEW YORK-Metropolitan Counties,Oswego,79,64,15
NEW YORK-Metropolitan Counties,Putnam,96,82,14
NEW YORK-Metropolitan Counties,Rensselaer,35,33,2
NEW YORK-Metropolitan Counties,Rockland,114,82,32
NEW YORK-Metropolitan Counties,Saratoga,153,112,41
NEW YORK-Metropolitan Counties,Schenectady,16,10,6
NEW YORK-Metropolitan Counties,Schoharie,28,13,15
NEW YORK-Metropolitan Counties,Suffolk,406,275,131
NEW YORK-Metropolitan Counties,Suffolk County Police Department,"3,094","2,495",599
NEW YORK-Metropolitan Counties,Tioga,50,33,17
NEW YORK-Metropolitan Counties,Tompkins,45,40,5
NEW YORK-Metropolitan Counties,Ulster,78,57,21
NEW YORK-Metropolitan Counties,Warren,112,67,45
NEW YORK-Metropolitan Counties,Washington,47,33,14
NEW YORK-Metropolitan Counties,Wayne,61,53,8
NEW YORK-Metropolitan Counties,Westchester Public Safety,337,264,73
NEW YORK-Nonmetropolitan Counties,Allegany,44,25,19
NEW YORK-Nonmetropolitan Counties,Cattaraugus,86,64,22
NEW YORK-Nonmetropolitan Counties,Cayuga,43,39,4
NEW YORK-Nonmetropolitan Counties,Chautauqua,107,61,46
NEW YORK-Nonmetropolitan Counties,Chenango,39,24,15
NEW YORK-Nonmetropolitan Counties,Clinton,23,23,0
NEW YORK-Nonmetropolitan Counties,Columbia,57,47,10
NEW YORK-Nonmetropolitan Counties,Cortland,52,33,19
NEW YORK-Nonmetropolitan Counties,Delaware,28,17,11
NEW YORK-Nonmetropolitan Counties,Essex,29,21,8
NEW YORK-Nonmetropolitan Counties,Franklin,14,7,7
NEW YORK-Nonmetropolitan Counties,Fulton,40,24,16
NEW YORK-Nonmetropolitan Counties,Genesee,79,49,30
NEW YORK-Nonmetropolitan Counties,Greene,33,29,4
NEW YORK-Nonmetropolitan Counties,Hamilton,6,5,1
NEW YORK-Nonmetropolitan Counties,Jefferson,53,44,9
NEW YORK-Nonmetropolitan Counties,Lewis,30,19,11
NEW YORK-Nonmetropolitan Counties,Montgomery,25,19,6
NEW YORK-Nonmetropolitan Counties,Otsego,18,16,2
NEW YORK-Nonmetropolitan Counties,Schuyler,20,17,3
NEW YORK-Nonmetropolitan Counties,Seneca,40,30,10
NEW YORK-Nonmetropolitan Counties,Steuben,54,37,17
NEW YORK-Nonmetropolitan Counties,St. Lawrence,35,34,1
NEW YORK-Nonmetropolitan Counties,Sullivan,41,41,0
NEW YORK-Nonmetropolitan Counties,Wyoming,37,29,8
NEW YORK-Nonmetropolitan Counties,Yates,40,26,14
NORTH CAROLINA-Metropolitan Counties,Alamance,264,128,136
NORTH CAROLINA-Metropolitan Counties,Alexander,48,30,18
NORTH CAROLINA-Metropolitan Counties,Anson,59,30,29
NORTH CAROLINA-Metropolitan Counties,Brunswick,197,134,63
NORTH CAROLINA-Metropolitan Counties,Buncombe,350,213,137
NORTH CAROLINA-Metropolitan Counties,Burke,116,87,29
NORTH CAROLINA-Metropolitan Counties,Cabarrus,317,198,119
NORTH CAROLINA-Metropolitan Counties,Caldwell,120,67,53
NORTH CAROLINA-Metropolitan Counties,Catawba,178,129,49
NORTH CAROLINA-Metropolitan Counties,Chatham,101,79,22
NORTH CAROLINA-Metropolitan Counties,Cumberland,533,299,234
NORTH CAROLINA-Metropolitan Counties,Currituck,101,64,37
NORTH CAROLINA-Metropolitan Counties,Davie,79,49,30
NORTH CAROLINA-Metropolitan Counties,Durham,428,168,260
NORTH CAROLINA-Metropolitan Counties,Edgecombe,135,53,82
NORTH CAROLINA-Metropolitan Counties,Forsyth,487,210,277
NORTH CAROLINA-Metropolitan Counties,Franklin,95,58,37
NORTH CAROLINA-Metropolitan Counties,Gaston,208,119,89
NORTH CAROLINA-Metropolitan Counties,Gaston County Police Department,228,134,94
NORTH CAROLINA-Metropolitan Counties,Greene,49,24,25
NORTH CAROLINA-Metropolitan Counties,Guilford,600,252,348
NORTH CAROLINA-Metropolitan Counties,Haywood,95,52,43
NORTH CAROLINA-Metropolitan Counties,Henderson,188,132,56
NORTH CAROLINA-Metropolitan Counties,Hoke,66,58,8
NORTH CAROLINA-Metropolitan Counties,Johnston,179,103,76
NORTH CAROLINA-Metropolitan Counties,Madison,31,20,11
NORTH CAROLINA-Metropolitan Counties,Mecklenburg1,"1,201",300,901
NORTH CAROLINA-Metropolitan Counties,Nash,86,81,5
NORTH CAROLINA-Metropolitan Counties,New Hanover,404,307,97
NORTH CAROLINA-Metropolitan Counties,Onslow,260,115,145
NORTH CAROLINA-Metropolitan Counties,Orange,139,105,34
NORTH CAROLINA-Metropolitan Counties,Pender,104,58,46
NORTH CAROLINA-Metropolitan Counties,Person,82,42,40
NORTH CAROLINA-Metropolitan Counties,Pitt,313,121,192
NORTH CAROLINA-Metropolitan Counties,Randolph,217,155,62
NORTH CAROLINA-Metropolitan Counties,Rockingham,138,93,45
NORTH CAROLINA-Metropolitan Counties,Stokes,60,42,18
NORTH CAROLINA-Metropolitan Counties,Union,246,186,60
NORTH CAROLINA-Metropolitan Counties,Wake,848,371,477
NORTH CAROLINA-Metropolitan Counties,Wayne,150,86,64
NORTH CAROLINA-Metropolitan Counties,Yadkin,56,31,25
NORTH CAROLINA-Nonmetropolitan Counties,Alleghany,27,11,16
NORTH CAROLINA-Nonmetropolitan Counties,Ashe,54,24,30
NORTH CAROLINA-Nonmetropolitan Counties,Avery,33,24,9
NORTH CAROLINA-Nonmetropolitan Counties,Beaufort,84,49,35
NORTH CAROLINA-Nonmetropolitan Counties,Bertie,33,24,9
NORTH CAROLINA-Nonmetropolitan Counties,Bladen,67,46,21
NORTH CAROLINA-Nonmetropolitan Counties,Camden,18,17,1
NORTH CAROLINA-Nonmetropolitan Counties,Carteret,82,51,31
NORTH CAROLINA-Nonmetropolitan Counties,Caswell,46,35,11
NORTH CAROLINA-Nonmetropolitan Counties,Cherokee,68,26,42
NORTH CAROLINA-Nonmetropolitan Counties,Chowan,33,15,18
NORTH CAROLINA-Nonmetropolitan Counties,Clay,42,17,25
NORTH CAROLINA-Nonmetropolitan Counties,Cleveland,144,90,54
NORTH CAROLINA-Nonmetropolitan Counties,Columbus,113,63,50
NORTH CAROLINA-Nonmetropolitan Counties,Craven,118,70,48
NORTH CAROLINA-Nonmetropolitan Counties,Dare,142,63,79
NORTH CAROLINA-Nonmetropolitan Counties,Davidson,190,126,64
NORTH CAROLINA-Nonmetropolitan Counties,Duplin,90,66,24
NORTH CAROLINA-Nonmetropolitan Counties,Gates,13,12,1
NORTH CAROLINA-Nonmetropolitan Counties,Graham,22,14,8
NORTH CAROLINA-Nonmetropolitan Counties,Granville,94,53,41
NORTH CAROLINA-Nonmetropolitan Counties,Halifax,90,62,28
NORTH CAROLINA-Nonmetropolitan Counties,Harnett,205,114,91
NORTH CAROLINA-Nonmetropolitan Counties,Hertford,62,22,40
NORTH CAROLINA-Nonmetropolitan Counties,Hyde,15,15,0
NORTH CAROLINA-Nonmetropolitan Counties,Iredell,211,157,54
NORTH CAROLINA-Nonmetropolitan Counties,Jackson,70,48,22
NORTH CAROLINA-Nonmetropolitan Counties,Jones,24,15,9
NORTH CAROLINA-Nonmetropolitan Counties,Lee,86,53,33
NORTH CAROLINA-Nonmetropolitan Counties,Lenoir,105,66,39
NORTH CAROLINA-Nonmetropolitan Counties,Lincoln,154,103,51
NORTH CAROLINA-Nonmetropolitan Counties,Macon,67,48,19
NORTH CAROLINA-Nonmetropolitan Counties,Martin,35,33,2
NORTH CAROLINA-Nonmetropolitan Counties,McDowell,65,43,22
NORTH CAROLINA-Nonmetropolitan Counties,Mitchell,19,17,2
NORTH CAROLINA-Nonmetropolitan Counties,Montgomery,54,32,22
NORTH CAROLINA-Nonmetropolitan Counties,Moore,114,74,40
NORTH CAROLINA-Nonmetropolitan Counties,Northampton,51,25,26
NORTH CAROLINA-Nonmetropolitan Counties,Pamlico,38,15,23
NORTH CAROLINA-Nonmetropolitan Counties,Pasquotank,43,39,4
NORTH CAROLINA-Nonmetropolitan Counties,Perquimans,14,11,3
NORTH CAROLINA-Nonmetropolitan Counties,Polk,35,23,12
NORTH CAROLINA-Nonmetropolitan Counties,Richmond,80,50,30
NORTH CAROLINA-Nonmetropolitan Counties,Robeson,250,138,112
NORTH CAROLINA-Nonmetropolitan Counties,Rowan,163,119,44
NORTH CAROLINA-Nonmetropolitan Counties,Rutherford,127,73,54
NORTH CAROLINA-Nonmetropolitan Counties,Sampson,133,95,38
NORTH CAROLINA-Nonmetropolitan Counties,Scotland,63,37,26
NORTH CAROLINA-Nonmetropolitan Counties,Stanly,88,47,41
NORTH CAROLINA-Nonmetropolitan Counties,Surry,96,56,40
NORTH CAROLINA-Nonmetropolitan Counties,Swain,44,21,23
NORTH CAROLINA-Nonmetropolitan Counties,Transylvania,78,61,17
NORTH CAROLINA-Nonmetropolitan Counties,Tyrrell,16,10,6
NORTH CAROLINA-Nonmetropolitan Counties,Vance,90,43,47
NORTH CAROLINA-Nonmetropolitan Counties,Warren,64,36,28
NORTH CAROLINA-Nonmetropolitan Counties,Washington,40,21,19
NORTH CAROLINA-Nonmetropolitan Counties,Watauga,86,47,39
NORTH CAROLINA-Nonmetropolitan Counties,Wilkes,114,67,47
NORTH CAROLINA-Nonmetropolitan Counties,Wilson,143,86,57
NORTH CAROLINA-Nonmetropolitan Counties,Yancey,33,19,14
NORTH DAKOTA-Metropolitan Counties,Burleigh,82,41,41
NORTH DAKOTA-Metropolitan Counties,Cass,139,73,66
NORTH DAKOTA-Metropolitan Counties,Grand Forks,40,33,7
NORTH DAKOTA-Metropolitan Counties,Morton,37,20,17
NORTH DAKOTA-Nonmetropolitan Counties,Adams,2,2,0
NORTH DAKOTA-Nonmetropolitan Counties,Barnes,7,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Benson,4,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Billings,4,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Bottineau,12,8,4
NORTH DAKOTA-Nonmetropolitan Counties,Bowman,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Burke,6,5,1
NORTH DAKOTA-Nonmetropolitan Counties,Cavalier,11,5,6
NORTH DAKOTA-Nonmetropolitan Counties,Dickey,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Divide,6,6,0
NORTH DAKOTA-Nonmetropolitan Counties,Dunn,9,8,1
NORTH DAKOTA-Nonmetropolitan Counties,Eddy,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Emmons,4,3,1
NORTH DAKOTA-Nonmetropolitan Counties,Foster,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Golden Valley,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Grant,4,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Griggs,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Hettinger,4,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Kidder,4,3,1
NORTH DAKOTA-Nonmetropolitan Counties,Lamoure,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Logan,4,2,2
NORTH DAKOTA-Nonmetropolitan Counties,McHenry,7,7,0
NORTH DAKOTA-Nonmetropolitan Counties,McIntosh,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,McKenzie,16,16,0
NORTH DAKOTA-Nonmetropolitan Counties,McLean,31,18,13
NORTH DAKOTA-Nonmetropolitan Counties,Mercer,22,14,8
NORTH DAKOTA-Nonmetropolitan Counties,Mountrail,19,10,9
NORTH DAKOTA-Nonmetropolitan Counties,Nelson,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Oliver,3,2,1
NORTH DAKOTA-Nonmetropolitan Counties,Pembina,12,7,5
NORTH DAKOTA-Nonmetropolitan Counties,Pierce,8,3,5
NORTH DAKOTA-Nonmetropolitan Counties,Ramsey,7,6,1
NORTH DAKOTA-Nonmetropolitan Counties,Ransom,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Renville,4,4,0
NORTH DAKOTA-Nonmetropolitan Counties,Richland,35,15,20
NORTH DAKOTA-Nonmetropolitan Counties,Rolette,18,9,9
NORTH DAKOTA-Nonmetropolitan Counties,Sargent,5,4,1
NORTH DAKOTA-Nonmetropolitan Counties,Sheridan,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Sioux,1,1,0
NORTH DAKOTA-Nonmetropolitan Counties,Slope,1,1,0
NORTH DAKOTA-Nonmetropolitan Counties,Stark,18,15,3
NORTH DAKOTA-Nonmetropolitan Counties,Steele,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Stutsman,11,9,2
NORTH DAKOTA-Nonmetropolitan Counties,Towner,3,2,1
